tweet,sarcastic
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1
took my dog to the vet today because i thought she had ringworm..turns out she was bit by a GNAT lmfao i am a drama queen,0
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1
true friendship is actually magical and i think the internet has reduced it down to mere likes and hobbies when its more like a soul meeting another than anything else,0
fun fact: earth day started in santa barbara,0
"My poo is green, how festive.",1
“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1
"""You're not a normal white girl"" lol ok",1
i love 6 hour panic attacks,1
I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,0
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1
@SkyHelpTeam I've been waiting for a refund for over six weeks from Sky and no one seems interested in helping me despite multiple calls to your customer service team. Please help me! Sky took my money but seem very reluctant to return it.,0
"Everything happens for a reason people, always remember that",0
I've got covid,0
"#IdLikeToGetPaidFor working full time, 12.5 hr shifts, night duty, and weekends while training to be a midwife",0
why do i check the weather app like it's social media,0
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1
"@alexisnotonffir Look, I just feel like ""Fire brigade called to cut child out of decorative marble cemetery swing"" is a legacy I'd be happy to leave on this earth",0
Bran flakes must certifiably be the most boring cereal going,0
we need to normalise having absolutely fried bleach damaged hair. people should talk about this,1
Gonna sleep soundly after my #TBCResolutionRemix Barre-dio class @TheBarreCode River North 💪🏼,0
keep the mics on pitchers always,0
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",1
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1
Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,1
we hit 17% of americans fully vaccinated in case anyone was wondering,0
"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",1
"oh you’re just friends?

why’d u shave then?",1
Wtf is a Justin Herbert,1
"Baby, write this down",0
"trying to find a way to convey that im sad in a tweet but in like, a very subtle way that wont make several people text me at once",0
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",1
@rickyberwick And you said Donald trump was racist 😑,1
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",0
“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,0
bloody buzzing i’ve got a new job !!!,0
@igreen95 thx for the play by play,1
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1
I got a copywriting internship 🥺,0
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
souja boy ALWAYS mad unprovoked,0
"Reporting live from the middle of nowhere, Texas: tumbleweeds do exist",0
"ik it’s for the best but wow RIP to my italy study abroad trip, beyond wonderland, my 21st bday, edc, and now @awonderland’s red rocks show 😔",0
been in college for 3 weeks and learned that I've been experiencing the educational form of racism my whole life and that im probably dyslexic,0
"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",1
thinking about how no one is obsessed with me 💔,1
"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1
@jabadgo @Nibellion Don’t run it on a school-provided laptop,1
https://t.co/jpgi5N4U9C,0
"just took my little sister’s fake prom pictures at the same place i took mine while one of her friends wore my old dress i am feeling very sentimental:,)",0
yo @claires do yall do hysterectomies?,1
Can’t beat a Carry On film 😊,0
"Tried okra for the first time from Tesco. Absolutely delicious.
#TriedForLess",0
ngl the post bb walk to the train might be my fav thing abt chicago,0
Cannot cope with uni reading it's doing my head in!,0
If someone's not willing to fight for you then they don't deserve to be kept around #moveon,0
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1
is it illegal to discriminate against someone on the basis that they have a joker tattoo,1
@vincent72309193 @Brechannell @misseverywhereg @africanglo i grew up in texas and everyone who paid attention at any time from 1st grade-10th grade knew africa was a continent. we were also tested on all the continents multiple times in elementary.,0
"We have changed our name on here to keep family from finding us, we are still didivination just look different.",0
"If you are a grown adult and you are riding a razor scooter around, please grow up. Best regards",0
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1
@32watto Neighbours,1
this time tomorrow i'll be dying at school Cannot Wait!,1
Boehner not clapping for gender pay equality. COOL.,1
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,1
Happy Birthday to Chris Lowe of Pet Shop Boys. Your music is the backbone of my existence. #chrislowe #happybirthdaychrislowe #petshopboys https://t.co/pqYRY6HfdB,0
@MadelineMchugh_ @lucybrown_xx Wouldn’t change you mads💘,0
my contact just ripped in my eye ok,0
"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",1
How bout you dont use a gazillion filters on your pictures,1
cant believe im missing silvacre kiss bcos of seeing anna &amp; chris in constellations😭,0
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1
"@kazzacoey @UKLabour The old phrase that says, if you are in the middle of the road you will be run over. Starmer is stuck like a record that is stuck in the same groove and nobody wants to hear that. Also where are the policies?",0
What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1
1 in 1000 men will develop breast cancer in their lifetime. It has a higher mortality rate for men because they haven’t been taught the early signs and that they can get it too!! Breast cancer awareness isn’t just for women!!,0
Ikea Vegan Hog Dog ..,0
Bernie Sanders is the greatest president America will never have.,0
art is annoying to get good at.,0
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1
my math prof is so fucked up for giving us a midterm tmrw.  i am unwell,0
10 years today since I left school. I’m in shock 😳,0
Joey the genius! I wish i was as brainy as him #towie,1
there's so much going on in the world right now and i'm fucking appalled,0
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1
Had my hair cut 😀,0
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1
Today was already weird and then my grandma added me on Snapchat ???,0
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,1
i will fully support whoever the democratic nominee is. however. the “bernie bro’s” are some of the most stubborn democrats/progressives out there. seriously just get over yourself. stop bashing candidates who aren’t even in the race anymore.,0
my fucking dog is a NIGHTMARE,0
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1
(Shameless Dead Snow 2 misquote) The sequel I did 'nazi' coming! Can't wait! https://t.co/gngxw5kbDh,0
"It was bad enough when some corporate wankers took one of the trains I used to drive and made it a ""breakout area"" for their offices, but this? This is next level https://t.co/oBMypPVVgy https://t.co/SEdGsH3irZ",0
If a dude says “females” I automatically don’t trust him,0
"today im grateful for: 
•old friends
   + their moms
•kittens
•shakira",0
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1
2 assignments due Friday and I have no motivation to do either of them 😭,0
I hate that I wasted my whole weekend 😠,0
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1
"how would u kiss ur gorgon gf goodnight,,,, so many little snake faces to kiss,,, it would take so long",0
"Get ready for the next big horror game this season, Slender Suburban Man",1
My hot water heater is no longer hot watering. The Pilot light won’t light at all. The furnace kicks over so I’m getting gas in the house. I tried to clean the thermocouple with no luck. Do you have a favorite plumber I can call in the morning?,0
"Grealish is just good. You hate to admit it, but damn.",0
every night i fall asleep and hear the woofs my dog makes in her sleep 😣😣 my heart is warm,0
"It’s very affirming that my therapist adores all the similes/metaphors I use to describe the shit I’ve been through even if I don’t remember half of them 😂 it’s easier for me to understand things that aren’t myself sometimes, so it’s how I generate self-empathy",0
Remarkable how little some of us will leave behind,0
I'm just living off salads and yogurt and loving it tbh,1
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1
"everyone gets all hyped about ancient debris, but where's my modern debris?",0
i just absentmindedly scooped a spoonful of cat food into my cup of coffee. someone please save me from myself,0
Spa night in London booked with the girls 🧖🏻‍♀️😍🥂,0
Matt Hancock is a top shagger,1
"TW: suicide 

I got on @topviewnyc just before the Empire State Building stop and the only fact the *cheerful* recorded voice gave us was how many people have died jumping off of the building. Then an awful cover of “Welcome to New York” started playing

0/10 would not recommend",0
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1
Someone on reddit the other day said that I 'ooze enby energy' and I've been riding that high for the whole weekend.,0
Football is turning into an anatomy lesson. COOL,1
overly caffeinated and under prepared for the day,0
i got so much done at work today we are all proud of me today ok?? ok???,0
"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1
Markets already down,0
@ray_harren @tkinsonn buy really rare pokemon card,1
@FeeyaCruz But you get to see me?!,0
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
how can a person look at lizzo and not think she’s hot it makes no sense,0
The entirety of this Super Bowl just isn’t sitting right with me (and not just because my team isn’t playing).,0
watching the sopranos is neat. the overarching theme of characters dealing with the dissonance of real life vs nostalgia/popular entertainment portrayals of the mob is engaging. also fun watching said badass mobsters dealing with the monotony of suburbia.,0
Love how Kingston just ripped the buckle pad off #AEWAllOut,0
I have such an obsession with white shoes but can’t keep them clean. Someone help me :(,0
my super power is always biting into the sour cream side of the burrito no matter what,1
Omg flashbacks to emma blackery girl balls merch and the fact that i spent money on it,0
"I love giving my students little bits of info and watching them get woke 😂 one made a comment about being afraid to tell people when she’s suicidal because of the large ER bill her family got last time, and I told her about countries with free healthcare and her mind was blown",0
"The Invisible Man was pretty good, liked it! Excited/scared to finally watch Deerskin, the last movie I planned to see in a theater before covid killed that hope. #HBOMax",0
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1
my favorite gay drama is the social network,1
Can we girlboss medusa,0
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1
"@SeanPenn hate club, i’m president",0
What a fantastic game. Well done to Prime for allowing C4 to show it too - you've got to see it to be it.,0
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1
please vote,0
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1
I put on work out clothes then lay on my bed and watch Netflix,0
Cast member: “I wish I was in the musical before this year. I’ve never done anything at school before and now I feel more confident and I think I want to do a spring sport now too.” THIS. This is why I love directing HS theatre. It’s about so much more than performing. ❤️,0
"@GriffinGullotti @BovadaOfficial I've withdrawn over 5 figures approaching 6 with no issue 

don't care g",0
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1
@NotMikeRNG @DynastyDegener1 @myost73 @nolan_szn @BearBadger2 @JesseRogersESPN Regardless of everything else I think it's weird you would imply Pujols definitely juiced where Bonds didn't. I don't think it would be hypocritical to argue against both but there's no reason to be intentionally difficult.,0
"these two girls are on the beach in lawn chairs, i love shoobies",1
My dream is to be left alone.,1
Real disappointment of the Trump Era was the complete lack of protest/punk music in response to him. What a wasted opportunity.,0
I’ll miss waking up and hearing all the exciting news from overnight. I’ll miss the BBC coverage keeping me company during the day as I’m working. I’ll miss the feeling that there’s more to come the following day…,0
Searching for Pokemon later because I hate myself haha !!!,1
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,1
I’m back at my beloved Mecca Bingo and I’m very very very happy about it 🤩,0
"Their website doesn't seem to mention Axa nor Thales, unless contained within a PDF or media file.",0
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1
"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",1
I changed out of my pajamas today and I think that’s really brave,1
"@playrust @Shadow_frax Really interesting map, you can tell a lot of love and care went into it.",0
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1
mmm! big fat baked sweet potato for lunch! sour cream and hot sauce!,0
@severed_limb Only thing worse than men is bald red sweaty middle aged ones,0
"hi, I’m doing my first fieldwork in assistive tech and I’m soooo!!! excited!!!",0
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1
"Sixteen days, three countries, seven cities, and it's finally time to come home. You've been great, Asia, but I'm ready for some deep dish pizza.",0
6 more hours and then a whoppingly massive 2days off work! wowzers!,1
"raise your words, not your voice. it is rain that grows flowers not the thunder. aka don't be mad, Stoopid.",0
"@dave26318632 I don’t get anywhere near £500 a month on UC though. I basically get told “you get what you get, and if you don’t like it you can fuck off and die.”

One thing’s for certain, I wouldn’t cross a puddle for the benefits I’m on, let alone the Channel.",0
"@kagune_kun despicable tweet, my liege",1
2 busy working 2 care,1
Happy happy happy https://t.co/9W1XIbpL6x,0
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",1
"Who wants a cute customised animal cushion this month to put a little sparkle back in your days. 

Here is 10% off, just because life's a bit crap at the moment, so im sending you some love xxxxx https://t.co/ENGvzpBLyt",0
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1
"Every episode of Curious George ever: the humans inexplicably leave a chimpanzee in charge of something important, wacky hijinks ensue.",0
@CLBIsA10 @ItsGinjaNinja_ hes fucking horrible,0
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1
I’M SO PROUD OF MY FRIENDS 💖,0
"@JohnJBrea @lad_lew @Ladyblueclr @realDonaldTrump It's probably something closer to Xenophobia. Which is someone hating someone else just because they're foreign. I mean, you are an English teacher, aren't you? Figured you might know that.",0
"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",1
Wish somebody had told me all I had to do was wait to months for Yuengling to come to Texas before I bought five cases of it when I was in Florida,0
#MUSpartans WR Joseph Powell was a full go at practice today. Good sign for the upcoming scrimmage @ Kalamazoo,0
babe stop i’m about to gleek,1
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",1
All these exams😭,0
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,1
what a great day to be stuck inside 🙃,1
Someone come play Magic with me,0
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1
turning 22 next week so naturally I increased my tinder age range up to 60,1
"Casually looking at the 06Z forecast it seems that the 'previous UKMO forecast interpolated ahead (6hr)' and the 'U.S. Navy COAMPS-TC model forecast interpolated ahead (6hr)' models have been smoking something. 🤔

#Hurricane #Larry #WXGeek #WXTwitter",0
"Since the election is tomorrow, here is a reminder that many people's social media feeds are political bubbles that reflect their own viewpoints. The world at large is not the same as the online world. Don't treat them the same way.",0
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1
hot girls have tree shaped dents in their rear bumpers ❤️,1
I swear some people come to the library just to breathe heavily out of their mouth,0
"I’m normally trashed when I make my friends deadly drinks, seeing the effects while sober I do not know why they continue to have me make them drinks.",0
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,1
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1
A 3rd dose is coming in the middle of flu season and I’m really not ready 😭,0
"If the COVID variants make its way to the letter ‘I’ it’ll be called the India variant, but the Indian variant will be the Delta variant. When we get to Yankee and Zulu it’s gonna be very confusing",0
Anyone else wanna ruin me day x,1
@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,1
"okay ""deja vu"" is doing something for me that ""driver's license"" never did, and I think it might have something to do with those washed-out, low-fi drums that come in at like, 1:30. 10/10 production choice",0
today i told my supervisor that i had a dream where he fired me for being too mean to him and all he said was “please don’t dream about me again”,0
fully vaxxed feeling very girlboss,1
Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,0
The love island producers are RINSING the Sour Album.,0
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,1
My stepmom really needs to go in a home #SheCrazy #NeedsToGoInTheHome,0
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1
STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
Best result of the season that! 👏👏👏 #LUFC,0
Can anyone provide crutches in the eastleigh area? #help,0
Wow Bdubs can bench press 150 kilometers,1
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,1
Being loyal should be the standard. Being loyal should be the standard. Being loyal should be the standard.,0
gaslight gatekeep girl boss,1
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1
It’s the hypocrisy for me,0
@tedcruz @Dream worst timeline,1
How am i forgetting my mask this far down the line 🙃🙃🙃,0
Just disposed of a dead opossum. Good morning!,1
"I have so many games, and no time to play them. :( #momproblems",0
"@MaxTayl83630497 I’ve got 4 weekend tickets available, DM me",0
Falling asleep at your laptop is always fun,1
He’s All That literally made me cry I’m not kidding I feel so dumb!!!!!!!!,0
Is only 12 hours away from my first #raceforlife in memory of my grandma - Margaret Jackson who sadly passed away from cancer,0
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1
"@TheActivatedPod @missheathenisa1 I'm not sure why they shot him,  it would help if we could see both sides of what happened.",0
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1
Having morning sickness when you're not actually pregnant is all the fun,1
this is going to be the longest and shortest 20 days of my life.,0
i love siriusxm. siriusxm is my friend,1
Get in Notts. Awesome #Notts @TrentBridge,0
@Dancruz07 Sureeeeeee you do,1
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,1
i’m now reading 4 books at once what could go wrong 🧡,1
can't wait to cop tickets to see the cracker quartet,1
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1
Omg my dog just scrolled through my emails with his nose and I’ve never seen anything CUTERRRRR😩😍,0
Take half a minion ecstasy and call me in the morning,0
Drake literally ended everyone in the industry like,0
I wanna do the best friend thread for u too nico but i hav to pack for holiday i will do it soMETIME THO,0
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1
if trees would simply stop producing flammable leaves climate change would not be an issue,1
"@nypost Since going keto, I haven't had sunburn, and I haven't used sunscreen either.  Also, since losing weight, when all my obese friends are sweating their nuts off, I seem to have a high heat tolerance.  One of many surprising benefits of a low carb lifestyle.",0
my love language is now just sending you tiktoks,0
I’m in Canada so like Happy 4rth?,1
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,1
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1
"Me: on a scale of one to ten how cute are the babies you see in clinic?

Rob: that chunky baby the other day was a ten. The one I saw today was a three--so pale. To be fair she's in the hospital and very sick.",0
"Investing doesn’t need to be complicated. Invest in a low cost global index fund or ETF over the long-term, have PAYtience and watch your money grow!",0
i know i didn't just read a 40 page sex scene. my god,0
i’ve stood up for myself and what i want/need more in the last 6 months than i have in my entire life and of that i am proud,0
"Don’t keep up with the Joneses, the Joneses are broke!",1
gonna finally put in my two weeks today 🙌,0
@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1
How are there women in this world who think we should be kind to pedophiles and rapists? Howwwwwwww? They’re not sorry!,0
i turn 18 today &amp; im not even gonna be surprised if my parents tell me I’m adopted bc my genetics would a lot more sense,0
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1
just rang 6 of my friends and none of them picked up https://t.co/EtbEo4LqQK,0
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
Kepa had a great game,1
i hope u sleep maybe forever maybe not  lol,1
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1
Wow great album from Kanye. v John Cage 4’43 vibes x,1
@dyIanobrins 💙,0
hey quick question is it fall or spring???,1
"just booked to see David Gray too,,, am i 40",1
@mstewart_23 Win next three and we're guaranteed second aren't we?,0
